"Data Source","World Development Indicators",

"Last Updated Date","2017-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Antigua and Barbuda","ATG","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","1063.42011308049","1198.50708271962","1483.51597980311","1789.58956778188","2023.39994991844","2268.78997758801","2542.5272702175","2946.2403938049","3452.52251190745","4220.96162054598","4969.78188299583","5944.67089296938","6585.84024161042","6889.00494893358","7156.8534228733","7296.551772665","7652.102973745","8218.5974789469","7841.46403429469","8379.57673916578","8755.15649945473","9115.23453172274","9363.1866398544","9875.16173572117","9358.15416154483","9386.71645238543","9739.82555981112","10352.8373995306","11371.9389450962","12724.3937661984","14252.2945243095","14703.3192278764","13012.4669181422","12126.8761392994","11929.3499142745","12565.4419725532","12224.8641551267","12888.2966708807","13566.9054060515","14353.3788138742",
"Australia","AUS","GDP per capita (current US$)","NY.GDP.PCAP.CD","1809.31145170851","1876.01411997625","1853.61424751779","1965.99147715795","2130.1744597839","2279.82031923936","2342.168925132","2578.27780211969","2721.94778767531","2989.415343585","3302.52957324747","3492.5493708481","3946.53598489013","4766.97988813656","6478.64251265606","6998.23986880711","7480.52152626605","7769.59667993729","8246.31784555217","9287.15862536434","10201.978299827","11844.6325389079","12778.662566817","11528.1681004488","12448.7837250425","11452.6568883783","11379.5233690545","11643.9471829433","14283.3844458253","17838.3631204428","18249.2884923718","18865.3435224098","18616.320805516","17681.1468732669","18102.3175565572","20384.6692890518","21944.1550635542","23551.2221690706","21365.9814072816","20561.4767826095","21690.9209985418","19517.8416767171","20081.817625797","23465.3855857164","30472.3797728289","34016.7148304822","36118.2838130869","40991.9828858155","49664.6850434485","42742.9989811703","51874.0804819957","62245.100292102","67677.6347662796","67792.3038620501","62214.6091207999","56554.0387612447","49927.8195094751",
"Austria","AUT","GDP per capita (current US$)","NY.GDP.PCAP.CD","935.460426850415","1031.8150043291","1087.8342434189","1167.00053244585","1269.41258289256","1374.53213986075","1486.96860600566","1569.66718289967","1677.67352804272","1825.38612552124","2053.80951388476","2375.24267361004","2917.00484403329","3881.34971725077","4619.60172831448","5272.88768233537","5664.70742187183","6794.22094540602","8185.70197122612","9770.17215002269","10843.3617230332","9362.63998455272","9387.67772757838","9514.43183442173","8969.40561792029","9150.00121050104","13051.5556145522","16353.2794264234","17536.2720859964","17426.8635399064","21628.760231013","22356.923917186","24820.2278258852","24023.515467019","25584.9178245938","30252.7946924041","29742.4288063177","26646.8839392444","27289.6307093023","27116.6760790806","24517.2674460147","24489.7355313151","26351.3756769542","32102.9305523558","36693.4026205182","38242.0425174699","40430.993614499","46586.6502529235","51386.3766511975","47654.1872090808","46657.0629004957","51126.7413919311","48333.572726737","50504.7153221994","51322.6399728758","43665.0094707965","44176.5152160475",
"Azerbaijan","AZE","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1237.324491677","1209.23749284959","676.15151145252","530.090379806798","436.19055858199","397.198116117247","409.216745216782","505.560573228931","561.910301735455","573.8902561721","655.097432602586","703.683843432722","763.073085847085","883.64399654717","1045.02162987002","1578.40239029603","2473.08577636837","3851.43786871172","5574.60380218613","4950.29479142375","5842.80578358576","7189.69122920765","7496.33572799679","7875.75695254288","7891.29977558849","5500.31038244408","3876.9364326427",
"Burundi","BDI","GDP per capita (current US$)","NY.GDP.PCAP.CD","70.3490786064852","71.4872777291414","73.7817649496193","78.9002836003344","86.6031946364808","51.6573646771225","52.4767229561783","55.1316867125382","55.243404187824","56.0788814178728","70.2431270893069","72.1295529412513","69.6391925469869","85.0470001459123","95.413951050892","114.66358563208","119.90739092072","143.28912783689","155.917661842898","194.97538606952","223.407226181457","229.458186673044","233.817671036511","243.423806639733","215.944186275343","244.568937520968","248.210133926897","226.849715785079","210.750095890205","210.969520292236","209.051615161197","210.64387719953","191.310912981441","162.635224953531","157.543001456617","167.79917167617","143.853293287245","159.175528123232","144.474612191101","128.696439743929","135.998445465725","133.742768926491","122.433589296366","112.849370292195","127.429664803296","150.507043368766","165.87941756143","170.799900471753","196.247262831381","204.94465018984","231.194325649216","260.479907338153","265.285605131269","282.755525208188","312.748979387017","303.681022254465","285.727442064713",
"Belgium","BEL","GDP per capita (current US$)","NY.GDP.PCAP.CD","1273.69165910289","1350.19767333123","1438.5232330684","1535.02372901043","1701.84627554319","1835.59476553194","1957.62608042762","2086.63600544654","2222.36151051913","2458.08182003773","2780.69881043476","3099.43309073795","3852.14536284889","4927.20058753027","5764.49533027282","6737.25461869561","7281.82462124151","8472.06247123473","10344.8569090958","11873.8466230066","12932.8728254257","10679.6739869067","9393.8855692748","8893.59453550579","8502.54662972082","8797.6679901166","12235.1957023415","15216.8854016071","16478.8471704714","16613.532352038","20710.6639265195","21154.3118295821","23497.7496151112","22403.2380009978","24338.1606937986","28565.9461495143","27701.8519735545","25027.7778163399","25541.7182931865","25444.1392583071","23207.4059110078","23121.566347019","25052.3302823","30743.9569254283","35589.7129457001","36967.2829204297","38852.3610339939","44403.8313061102","48424.5892730273","44880.5601517887","44380.2374107585","47702.7741452744","44740.5717021938","46510.3864701585","47439.3968354953","40356.875002697","41096.1573021536",
"Benin","BEN","GDP per capita (current US$)","NY.GDP.PCAP.CD","93.0225089907107","95.5721547147448","94.464534984382","99.8591138855553","104.339768039886","110.132793835113","112.940836383512","111.951601925237","116.89506602186","116.025094341185","114.556596466987","112.570089087637","134.819407935009","161.987373671434","174.014149085561","207.300439745473","208.656153830514","218.4543657692","263.581057550946","327.821677993792","378.043898303902","337.978194739187","322.77769945337","271.129240225224","252.869785044788","244.410998858469","303.348897858296","344.503070791789","346.736037681422","311.678303860821","393.686214423531","385.753616012638","317.962855286116","411.926030522283","279.666504326806","367.387341032599","387.432924636251","361.100269794441","379.442353954477","403.623703839155","374.192394159235","378.736053976421","418.698576347103","519.292284661195","583.409351430682","601.799976958875","625.830091976463","706.053541900699","820.151349819346","793.452430030705","757.695907409377","825.942785363215","837.950500075362","915.267458596353","943.686575031401","783.947090952422","789.440410685648",
"Burkina Faso","BFA","GDP per capita (current US$)","NY.GDP.PCAP.CD","68.424748569325","71.558180092437","76.5206113987061","78.372071942432","80.4727667455189","81.7251154955019","82.5456368946943","84.3631649403545","84.7330493468762","86.5202111123235","81.4998986817012","84.2878150139644","99.3267640249866","113.780584338816","124.359030451525","152.728220114244","155.648997960296","176.783367666295","225.941652537233","262.076009642159","282.685735299595","254.230780675111","245.09470243903","217.994750842831","193.843240284709","200.8944225118","256.762318808596","291.131963880905","313.061891095721","304.853438781463","351.979322852536","346.410672442444","240.963480980403","244.127073499416","193.070236298833","235.832197299769","249.360294415648","229.493117735387","255.7182333817","265.340115553605","226.47598136698","235.491232436187","260.763541319743","332.344305065633","371.323086483012","406.998807060623","422.633237360208","475.110012184526","569.761278420207","552.745552106433","575.446452687734","666.840278277209","673.822700024092","699.045284668085","705.146411321909","615.592225011518","649.730483655835",
"Bangladesh","BGD","GDP per capita (current US$)","NY.GDP.PCAP.CD","88.6912106294731","97.1427301802098","99.5767136535308","101.260491233893","99.5038642672935","105.789170343689","111.658639482303","121.662093380214","121.528897680862","133.575436746777","138.247964677775","131.755763179652","93.0248701122493","117.72581488208","179.045064975981","272.745197807152","138.592233931828","128.809261111467","172.414696039675","196.442625605373","222.632350948637","241.870369216672","215.393257600295","199.336645408325","208.534635084227","239.039220463711","227.423025568813","247.072311975068","263.222790451094","277.817839072227","297.567994452545","284.725599796572","285.095499369382","291.714495241784","290.652463953241","319.60869435593","382.935749258557","389.523624426251","395.297460669815","397.35482187218","405.603307141767","402.598115151563","400.613574533353","432.738897240785","460.75791673039","484.155407057992","494.050146576549","541.065148395087","615.777541053092","681.120536769049","757.671757176894","835.789340127412","856.342857027401","951.889453456343","1084.56542980269","1210.15812046669","1358.7797522498",
"Bulgaria","BGR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","2238.80295786574","2234.81481573125","2169.00401089683","1852.81343442802","1963.57267618274","1914.55064658793","2260.4272811545","3132.30136036246","2511.39306259489","2477.0208179596","2366.52982128614","1267.73437541485","1211.98087810931","1278.24717346108","1148.4943993817","1554.04693051431","1208.85023311979","1346.91277031093","1771.99394273504","1643.6098949729","1609.2805861652","1764.90738653271","2087.53484250581","2710.46802357321","3381.50783656134","3893.68998049907","4513.13627954383","5932.89967659315","7296.12247858585","6955.98773253421","6843.26328885315","7813.80349946173","7378.02553944156","7674.86055914027","7853.33519086217","6993.47735975728","7350.79580089813",
"Bahrain","BHR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","8537.92937933215","9269.26961652991","9446.15800194601","9421.2856547764","9590.68309906509","8706.72508434699","7041.56947006168","7555.066809448","7958.67949196537","8030.85457978182","8528.98333446095","9055.59111405318","9082.74116884425","9698.13480360754","10130.41306842","10376.9348875001","10544.6671254851","10672.1839436858","10076.187784535","10401.4804488927","13636.3466837798","12868.2109970281","13102.3345682658","14221.9925934886","15846.4764093173","17959.1785373542","19307.9954920205","20977.1105261075","23067.5653465171","19356.6723557874","20722.1038895508","22810.1024185916","23649.3666139101","25010.1832908239","24983.3790153356","22688.8782442968","22354.1670706869",
"Bahamas, The","BHS","GDP per capita (current US$)","NY.GDP.PCAP.CD","1550.32431495716","1651.47547707967","1752.97029278086","1867.11298751475","1994.54491964477","2144.83097135923","2322.94385308063","2556.83530087592","2804.70513080569","3215.48667199577","3179.27627155317","3297.99899921202","3322.6682561193","3696.66314026272","3416.55006239904","3156.46805942334","3328.63319198349","3617.25119348996","4130.75086967094","5532.15083093888","6338.61986793949","6622.68565804379","7165.13449097719","7694.93798487479","8873.76910201509","9888.48934964442","10339.5210156776","11150.6900362788","11381.8215599869","12158.078848834","12350.9768428937","11914.8577643653","11682.084964717","11402.651522136","11812.4648870041","12239.8714974121","12717.1500052856","17287.9360211869","18456.6089774529","20505.947433679","21241.23669811","21497.5209065268","22506.3511419764","22009.2004332596","21996.4064912596","23405.4530158026","23719.1078819641","24301.2432520857","23652.3305303491","22037.1080100097","21921.5590634977","21523.9737238384","22575.5901935012","22590.3933835224","22550.2330120967","22888.1340509464","23124.3865532472",
"Bosnia and Herzegovina","BIH","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","318.020001219556","485.617276668141","736.975329355273","978.516728019385","1097.64455461203","1246.49711410019","1461.75052047029","1524.41202152334","1761.53764718861","2214.73224591872","2650.64266079793","2968.41180611972","3404.32169771567","4180.29217625809","5075.31606415847","4697.80973180848","4611.47029811707","5050.15683436957","4716.67332542206","5035.86555009171","5193.90493232347","4574.09078735133","4708.71826065622",
"Belarus","BLR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2124.84051428011","1708.84834216206","1675.83891644189","1590.61246134735","1460.07548750776","1370.67204272922","1452.44700181708","1396.50216637274","1511.77026798131","1210.61159956775","1276.2880341","1244.37318523431","1479.38314151115","1819.52564412303","2378.33920660218","3126.07176665248","3848.21596648735","4735.48482673686","6376.18315298455","5176.17264927017","6030.38870666591","6519.71075336747","6940.24391508304","7978.82544260088","8318.42929409316","5949.11067749823","4989.25461056406",
"Belize","BLZ","GDP per capita (current US$)","NY.GDP.PCAP.CD","304.917107253962","316.403606143266","327.126867468401","336.94146611457","351.161126269562","377.594305166182","406.097967073577","420.431888198165","386.95323701087","396.654306282497","435.690469415558","474.444216207405","519.563507668109","605.933440702651","786.069092043881","885.984529060044","717.040182885396","858.828081086803","980.822509264923","1074.27196489862","1350.97637959141","1307.21168832929","1183.16831683168","1212.92243713981","1315.27250275964","1268.18294819944","1343.70871862616","1586.45020651675","1758.9427352146","1979.35346025759","2202.32255587784","2326.84590270293","2666.97767050747","2833.06134118695","2880.21113281831","2996.38292834951","3001.66513787229","2952.60214073626","2991.92497090549","3065.49224770527","3364.42371065241","3419.27571926082","3556.56182543496","3679.90952327871","3831.5380185375","3933.33221546402","4187.37802969592","4324.87642716156","4470.22079597603","4258.78861143762","4344.15017661252","4516.24674961724","4673.63848043219","4688.53844343529","4852.22366602785","4849.99749504576","4810.56590199317",
"Bermuda","BMU","GDP per capita (current US$)","NY.GDP.PCAP.CD","1902.4021189224","1961.5381692465","2020.38596503345","2020.26524752445","2199.72700691179","2282.21654616239","2630.85046632946","2982.74970426108","2830.18867924528","3053.7037037037","3387.27272727273","3866.30036630037","4343.17343173432","5009.2936802974","5853.93258426966","6509.43396226415","7261.27819548872","8370.78651685393","8876.86567164179","9613.38289962825","11218.2178159868","13425.9769663942","14166.1712925391","15902.0203826211","17469.8255675877","18269.5355197019","20450.6645289464","22411.7956749468","24253.1755188784","25517.9217212488","26841.5197383946","27700.3095169516","28669.6822595785","30900.6948905109","31476.0631153068","33989.7223579821","44826.7890701658","48478.8832504091","51371.7408069836","54245.459737293","56284.1686478094","58883.9594265967","62583.1002034588","66111.7252270036","70359.3191088798","75882.0338560339","83912.6977976846","90849.5869806436","93605.7481653976","88463.3128161375","88207.3275597322","85973.158416455","85458.455507886","85748.0654143782","","","",
"Bolivia","BOL","GDP per capita (current US$)","NY.GDP.PCAP.CD","152.461845803403","162.695705424543","174.493385987331","184.275535005149","203.60114945371","223.278329931788","239.374916047239","255.847966443004","210.1898901212","218.555801207905","225.748298556147","238.11170031297","267.686978918703","263.21061203691","428.432863798725","480.05076424995","533.627553480942","616.667074001523","702.428917279226","808.419120612455","811.776895842258","1031.51616144318","958.687903850696","909.847761010223","1013.80093740507","865.690110635248","624.715420030979","672.565591042796","697.370560078149","701.464614137124","709.948861243428","764.141332084365","791.380429258632","788.399028148837","806.221451907106","887.468524256585","958.473766177546","1006.96473869912","1058.71874950425","1012.50977332125","1007.00286888451","958.236652408901","913.575642272268","917.36431048617","978.334648481852","1046.42738414317","1233.59443543787","1389.63488800496","1736.93505102289","1776.86647562189","1981.16070450437","2377.67591794125","2645.22775260146","2947.93852628051","3124.00030982516","3077.02619917158","3104.95608914095",
"Brazil","BRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","210.027470429478","204.929301534773","260.225266127099","291.950589001802","261.331083055664","260.964692542291","315.27738237919","346.880100387651","374.083261758212","403.065252307126","444.026267601819","503.478766140281","584.550684771366","772.818791304736","1000.63425269098","1149.58612059323","1385.29852974104","1560.86306044714","1737.36755211912","1901.00132504395","1939.79087647145","2124.96298887959","2218.89051545923","1565.29783211062","1573.9671393322","1643.1965026761","1936.01633526699","2081.66526186895","2294.40169466025","2901.28544927074","3093.03747863815","3966.79548849162","2591.79711627806","2786.17135574477","3494.64054135109","4840.78778223205","5156.8054082658","5271.41113672328","5075.63111408833","3469.50397151621","3739.1190359679","3146.95017654919","2819.6495307119","3059.58758189041","3623.04766729318","4770.1827462882","5860.14597534658","7313.55796155951","8787.61037498832","8553.38047007269","11224.1540829355","13167.4728917533","12291.4668523291","12216.9044643396","12026.6173095243","8757.20620228724","8649.94849175062",
"Barbados","BRB","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","4013.83076496008","4402.1836649409","4585.7831861301","4855.35487006661","5278.48956202096","5508.43502819237","6028.72221067493","6616.33580450337","7012.38708712479","7733.02221351382","7728.50791369814","7734.16765330941","7464.86568037615","7842.47154285251","8148.34407322087","8537.15856107982","9069.06944158883","9549.75959493674","10727.4240987772","11200.3549439994","11568.1101067526","11513.8718916213","11675.3939484354","12028.5044743076","12868.8630941907","14223.8657630135","15646.0559135322","16462.4855636689","16570.3202809761","16523.3238768988","15905.9123150278","15534.1570414931","15384.8749045581","15472.7813981148","15359.6697072887","15557.8308123722","16096.8925879661",
"Brunei Darussalam","BRN","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","1113.40244720819","1237.07923702427","1235.89209715094","1363.45304412287","1303.73941344179","1381.97216693132","1455.30833622064","1906.19298405412","2915.26658305919","6921.4364456066","7226.43087291553","8459.32421441424","9914.12381169411","10711.8660443789","14941.0623988482","25412.9949521137","21821.7949850132","20687.399753787","18123.8598938959","17332.9747852594","15694.5399936988","10211.5962849234","11591.7862731429","11006.8705102008","11869.9872742083","13604.1568256967","13901.7217323451","15270.4861206552","14572.1085346687","14117.3921420669","15929.1637617664","16789.0371707142","16656.0898805207","12690.6893244622","14097.9315882546","18008.4482589612","16468.1288626009","16846.0219841083","18555.5664851075","21896.6052658777","26102.1334542119","30980.9669198566","32672.3671711068","37951.2805959782","27965.4750379503","35268.1011703581","47017.0273004715","47651.2590896413","44597.279681535","41590.8650226649","30967.890506377","26938.5033823025",
"Bhutan","BTN","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","331.531226881102","348.23645207399","345.515216420496","374.758548986548","373.060458426305","368.633587243018","416.968406000165","505.922730940565","548.754397258959","520.407819405062","557.972148306983","465.388583932593","471.839254160954","449.688253967917","524.298145779737","588.593902705008","609.343017575007","692.126206397877","695.290253251516","751.575771728783","765.863235765695","807.938767268667","885.638224530948","997.741714073303","1097.45708762103","1247.06139160896","1335.45690588598","1741.14255168898","1795.18130720282","1770.23449659172","2178.92138307967","2458.0459761545","2422.00801577828","2350.88288924473","2522.79600817976","2613.64517681649","2804.00022298565",
"Botswana","BWA","GDP per capita (current US$)","NY.GDP.PCAP.CD","57.9776818816842","61.2422482773277","64.7070068014752","67.3758705909335","71.6495191117864","76.6772212316224","83.7346999598829","92.6258754025788","101.476551980837","114.834205330472","138.363325979259","176.66379699287","222.469449980088","317.664640275834","384.418754568179","430.074123066337","433.651514061486","506.323759387748","636.466437683759","850.348695778006","1059.6967003512","1034.1532180269","943.319668237297","1052.73203915597","1077.74254034304","937.474461782565","1135.1674439932","1554.41993236131","2031.41821983752","2301.98972614518","2750.95002574023","2783.02150327518","2848.20698687981","2783.2379312319","2779.11383174162","3014.86785815418","3022.17675323195","3065.52726795202","2869.18250335901","3226.29567410675","3349.06882277651","3128.09779260454","3055.61838247154","4163.06590578447","4896.58383481133","5351.25373171646","5374.55486690776","5714.0479369416","5623.37956613594","5185.72984538137","6346.15620387349","7645.21460862033","7029.23145314082","7007.62578327722","7497.76237635063","6532.06050136763","6788.04274537565",
"Central African Republic","CAF","GDP per capita (current US$)","NY.GDP.PCAP.CD","74.5959442514248","80.5208019919039","79.9677957743641","81.5879156525645","87.8587465027727","91.3220540229146","93.8448211707177","95.3219206925318","109.247781037155","104.919703676785","103.409867027109","108.039785716574","121.199730381112","140.013073535533","142.442762269099","187.699648981911","218.750657598489","240.37358765573","282.381226103551","315.862611227852","349.609916205372","296.064594731609","309.367732572567","264.197243594097","248.585187822368","328.31191977763","416.118841869447","435.893091847392","449.782937825329","429.541554070717","490.074561930037","456.897785770035","456.074153995567","401.977971585094","260.483571061156","332.677377160771","293.318885413723","266.607644659504","268.90042312911","271.855116509098","243.542931743829","243.158648629224","253.706834282582","286.250801903988","313.210598044673","327.114946078927","347.607367766294","397.148046663325","456.861433397657","449.960183909181","446.443449375206","494.330677886517","486.410113966205","337.484961398269","377.13202741973","348.381417033715","382.213174317687",
"Canada","CAN","GDP per capita (current US$)","NY.GDP.PCAP.CD","2294.56881421577","2231.2938237478","2255.23004413036","2354.83912197975","2529.5181790541","2739.58584928189","3010.70590757947","3173.07619352225","3411.06015434457","3703.99040525529","4121.93280924889","4586.25584803149","5141.61672495185","5870.60056368405","7043.47435083838","7489.94053115827","8783.72159204111","8892.76167988947","9096.05872232533","10012.4439669407","11135.4379854841","12297.7856877506","12439.7478409307","13377.8956545368","13826.6499923594","14060.4617782265","14403.8287021822","16245.4516791506","18864.2629180983","20638.2900486958","21371.2910981421","21664.598643531","20771.2503529737","20017.4298480977","19859.2039778368","20577.4893858895","21183.2200827089","21770.1340814172","20887.8394667666","22167.2258498882","24124.169174631","23691.5947188738","24167.8043060561","28172.1488309084","31979.8719510723","36189.5883840265","40386.6994835116","44544.5268004039","46596.3359912609","40773.4543637445","47447.4760241936","52082.2107601003","52496.6948704709","52413.7211560786","50440.4337553383","43315.7004418128","42157.9279910146",
